[('id',), ('provider_license_no',), ('provider_dob_dob',), ('provider_gender_cd',), ('statefilenumber',), ('registereddate',), ('lastupdated',), ('deathccyy',), ('deathmm',), ('deathdd',), ('createddate',), ('matchthreshold',), ('provider_last',), ('provider_first',)]
|59205230-6f23-12a6-9087-a5794699a392|933342-3047|2/11/1967|2|201626406|7/1/2016|7/1/2016|2016|02|16|2016-07-01 00:00:00|100|JENSON|ALEXIS|
|225248e5-5db8-910f-673a-4f570f4724d5|206751-2124|1/5/1954|2|201615832|7/10/2016|7/10/2016|2016|12|08|2016-07-10 00:00:00|100|FAUX|KATHERINE|
|22857098-865a-95e2-824c-e592046e71dd|178069-1773|7/5/1940|2|201648387|7/17/2016|7/17/2016|2016|09|02|2016-07-17 00:00:00|100|WIMMER|TAWNLETHIA|
|1efb6d1c-4e8b-4cf1-6ca1-0fb2def41f1b|204738-1889|4/8/1942|1|201660863|7/27/2016|7/27/2016|2016|09|05|2016-07-27 00:00:00|100|TINEY|COBY JAMES|
|12014458-0e09-510f-4fab-7bc029b75478|981423-3117|9/13/1942|1|201618747|7/29/2016|7/29/2016|2016|09|03|2016-07-29 00:00:00|100|JAMES|BRENT|
|f33f634a-65e4-9e67-2c8f-368d6d7f5728|579726-1588|5/23/1944|1|201611041|8/1/2016|8/1/2016|2016|06|10|2016-08-01 00:00:00|100|GILBERT|THAYDE L|
|73fd481a-240d-4edb-826f-9e34e08a5db5|628677-1288|9/14/1944|1|201619489|8/6/2016|8/6/2016|2016|01|12|2016-08-06 00:00:00|100|MILLER|CHAD|
|5d95952b-336d-33e1-2815-2a3b8bf88b02|399706-2861|4/2/1945|1|201671879|8/9/2016|8/9/2016|2016|07|10|2016-08-09 00:00:00|100|WALKER|TYLER|
|e901f218-40c5-7a57-512d-74b6353287e3|828067-1275|10/17/1945|2|201680284|8/15/2016|8/15/2016|2016|10|30|2016-08-15 00:00:00|100|HERBERT|HELMER|
|b4f616ff-0390-39af-6ece-5c57b06b7cc0|323140-1906|3/16/1947|1|201631475|8/19/2016|8/19/2016|2016|07|04|2016-08-19 00:00:00|100|POPE|TESSA|
|78fe6871-34aa-5d0c-4a61-3f883eb34c46|958871-2518|11/11/1948|2|201612383|8/20/2016|8/20/2016|2016|04|10|2016-08-20 00:00:00|100|VALERIO|CLINT|
|4df069c7-8665-1c39-1e80-136a7e9d85c2|702904-2934|4/11/1950|2|201674613|8/25/2016|8/25/2016|2016|04|06|2016-08-25 00:00:00|100|QUIST|KRISTINE|
|fda2290b-3bff-7855-4076-cae98ae01f9c|543494-3310|8/15/1952|1|201655582|8/26/2016|8/26/2016|2016|09|09|2016-08-26 00:00:00|100|BOWN|GRETCHEN|
|3dbfd090-3af3-a4a3-91b9-142ac2079291|309959-1893|12/30/1953|2|201661845|8/30/2016|8/30/2016|2016|07|10|2016-08-30 00:00:00|100|MORSE|THOMAS|
|3d591e61-8878-9ce5-3774-ab72d926429d|181854-1742|9/5/1954|2|201649109|9/7/2016|9/7/2016|2016|05|04|2016-09-07 00:00:00|100|ODORIZZI|SUZANNE|
|730a8e9a-4195-66c0-1f09-410d8b4679b4|619484-2232|12/26/1954|2|201623061|9/14/2016|9/14/2016|2016|01|19|2016-09-14 00:00:00|100|GARCIA|MAESHA|
|2b3f185d-21bb-a2d0-83bb-9dba7aa05245|979949-1471|6/1/1955|1|201635444|9/16/2016|9/16/2016|2016|08|08|2016-09-16 00:00:00|100|FROMAN|SEJLA|
|11d164ab-9837-1b49-0d6e-f466a59c2bda|673248-3646|2/6/1956|1|201687297|9/25/2016|9/25/2016|2016|08|16|2016-09-25 00:00:00|100|MERZ|NATHAN|
|4b29530b-7951-7803-5169-ccfce4e273cf|881254-1513|8/26/1957|1|201614467|9/28/2016|9/28/2016|2016|01|10|2016-09-28 00:00:00|100|HUGHES|CLARENCE|
|334ce32b-6ece-0112-5bff-7384e13c41dd|658156-3869|9/24/1958|1|201633387|10/9/2016|10/9/2016|2016|04|15|2016-10-09 00:00:00|100|HIER|NATHAN|
|ae0ee76f-054e-67a0-0086-2dca72da8943|770608-1715|5/24/1960|1|201616200|10/20/2016|10/20/2016|2016|03|16|2016-10-20 00:00:00|100|HANSEN|LEE|
|03e90e70-5b4b-649d-7a59-cfa371ff220b|671811-2186|2/21/1961|2|201642644|10/27/2016|10/27/2016|2016|08|15|2016-10-27 00:00:00|100|BUCKWALTER|MARGIT|
|08bbe416-2367-3718-6b81-8a084b3d5001|884414-2523|12/29/1962|1|201653381|10/31/2016|10/31/2016|2016|07|01|2016-10-31 00:00:00|100|BECK|DONALD R|
|902ffebb-7323-1a4c-04a6-84fe5fe737a3|718818-1792|12/2/1964|2|201634223|11/1/2016|11/1/2016|2016|11|18|2016-11-01 00:00:00|100|BALDWIN|MARILYN|
|198eea04-0a69-442a-4b3b-b17596e73ec1|137779-2234|1/12/1942|1|201610110|11/9/2016|11/9/2016|2016|08|24|2016-11-09 00:00:00|100|JENSEN|TRACEY|
|0ef4a909-4ce2-5cd5-021e-2a28863d5b6a|256706-3198|11/11/1939|2|201695393|11/13/2016|11/13/2016|2016|04|09|2016-11-13 00:00:00|100|PACE|JUDY|
|94e7288a-66c6-0717-9d25-5add5d002478|386191-3467|12/21/1951|2|201672587|11/21/2016|11/21/2016|2016|12|26|2016-11-21 00:00:00|100|NEEP|COLLEEN|
|7bdeb805-764c-708e-86cc-8e0e2f00a6ae|871741-1976|11/17/1929|2|201664076|12/1/2016|12/1/2016|2016|01|02|2016-12-01 00:00:00|100|SHUMLY|ALLISON|
|a86b2fff-9f23-4c69-53b7-cd89073a2e5f|321482-2129|10/21/1957|2|201679583|12/8/2016|12/8/2016|2016|06|07|2016-12-08 00:00:00|100|POSS|SUSAN|
|2463228d-3fc6-0d40-98d7-1041d222534d|533321-3552|1/4/1949|1|201637157|12/17/2016|12/17/2016|2016|08|21|2016-12-17 00:00:00|100|DICKERSON|JON|
|49415456-7d04-3805-82c8-356a8b7554e0|689418-4073|1/4/1938|1|201698710|12/27/2016|12/27/2016|2016|02|19|2016-12-27 00:00:00|100|MORRIS|ROBERT E.|
|2951a4fd-6530-1a97-6028-446ebed104ab|975116-3197|8/9/1945|1|201634866|12/31/2016|12/31/2016|2016|02|17|2016-12-31 00:00:00|100|JONES|JORGE|
|06706243-7eca-390a-04ee-b27e3d113b6a|871881-1751|12/4/1936|2|201629912|1/5/2016|1/5/2016|2016|07|03|2016-01-05 00:00:00|100|JONES|SUSAN|
|962f5c38-4fc8-52bb-2251-fb96f1e73dfc|300550-1761|12/5/1972|2|201649636|1/16/2016|1/16/2016|2016|04|02|2016-01-16 00:00:00|100|STARZEL|CATHY|
|c1dd1cca-6bfe-2685-81a1-26c7bfd13234|367059-2208|12/27/1965|2|201646140|1/19/2016|1/19/2016|2016|03|29|2016-01-19 00:00:00|100|SMITH|GINA|
